PROGRAMA;A;B;C;D;E;F_;G;H;I;J;K;L;M;N;O;P;Q;R;S;T_;U;V;W;X;Y;Z;AA;AB;AC;AD;AE;AF;AG;AH;AI;AJ;AK;AL;AM;AN;AO;AP;AQ;AR;AS;AT;AU;AV;AW;AX;AY;AZ;BA;BB
Medicina Veterinaria, Mencion Salud y Reproduccion en Especies Productivas;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Medicina Veterinaria, Mencion Salud y Reproduccion en Especies Productivas;9;9;9;9;9;9;8;9;9;9;9;9;9;9;8;9;9;9;9;9;7;8;5;9;9;9;7;9;9;5;9;9;9;5;9;9;9;5;9;9;9;9;5;9;9;9;9;9;9;6;9;9;9;9
Agronomia, Mencion Produccion Agricola Sostenible;8;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;7;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;8;9;9;9;9;8;9;8;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;7;9;8;6;8;8;8;8;8;8;8;8;8;8;8;9;9;9;8;9;9;8;8;8;9;8;8;9;9;9
Agronomia, Mencion Produccion Agricola Sostenible;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Agronomia, Mencion Agricultura Sostenible;8;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;9;8;8;8;9;8;8;8;8;9;9;9;9;9;8;9;9;9;9;7;9;8;9;9;9;9
Administracion de Empresas;8;8;8;9;8;8;7;8;9;8;7;7;8;8;8;8;8;8;8;8;7;8;7;8;8;8;8;8;7;7;7;8;8;8;8;8;8;7;8;7;9;9;9;8;8;9;9;8;8;8;8;8;8;8
Administracion de Empresas;7;9;9;9;8;8;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;8;7;9;8;6;8;9;7;8;9;9;9;7;8;7;7;6;9;9;9;9;8;7;8;9;9;9;9
Agronomia, Mencion Agricultura Sostenible;8;9;9;9;9;9;9;8;9;9;9;8;9;9;8;9;9;9;9;9;9;9;9;9;8;9;9;4;8;9;7;9;9;9;9;8;8;9;9;9;9;9;8;9;9;9;9;9;9;8;9;9;9;9
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;5;7;7;7;7;7;7;6;6;5;7;7;5;6;6;5;5;5;5;5;5;5;6;6;7
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;9;9;9;9;9;9;7;9;9;8;7;7;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;1;8;9;8;9;9;7;9;9;9;9;5;9;2;5;9;9;9;9;9;8;9;9;9;9;9;9
Pedagogia, Mencion Bachillerato Tecnico;8;8;8;8;8;8;8;9;8;8;7;7;7;7;7;7;7;7;7;7;8;6;6;7;9;8;7;3;4;8;6;9;9;8;7;7;6;7;6;7;8;8;8;7;7;8;8;7;7;7;8;7;7;6
Administracion de Empresas;9;9;9;9;9;9;7;9;7;9;9;8;9;9;9;9;9;9;9;8;9;9;7;9;9;9;5;1;1;9;8;9;9;1;9;9;9;5;9;9;9;9;6;9;9;7;5;9;9;9;7;7;9;8
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;8;9;9;9;9;9;8;9;9;9;8;9;9;9;8;9;9;9;8;9;8;8;9;8;8;8;8;7;8;8;7;9;9;9;9;8;9;9;9;9;9;9;8;9;9;9;9;8;9;8;9;9;9;9
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;8;9;9;9;8;8;8;9;8;8;9;9;9;9;9;9;9;8;9;8;9;9;9;9;7;7;7;8;8;7;7;8;8;8;8;8;8;9;9;9;9;9;8;8;8;9;9;9;8;8;9;8;9;9
Administracion de Empresas;8;9;8;9;9;9;8;9;9;9;8;8;9;9;9;9;9;9;8;9;9;7;8;9;9;9;8;8;8;9;8;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;8;9;9;9;9;9;9;8;9;6;7;9;7;8;8;9;7;9;9;9;9;8;9;9;9;8;8;8;8;9;8;7;7;9;9;9;9
Administracion de Empresas;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;5;5;9;9;5;9;8;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;9;9;9;8;9;8;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;6;7;9;9;9;9;8;9;9;9;9;8;9;9;9;9;9;9;9;9;7;8;8;9;8;9;9
Administracion de Empresas;9;9;9;9;9;9;7;9;9;8;7;7;9;9;9;9;9;7;7;8;8;7;7;8;8;7;6;7;7;4;5;9;9;5;7;5;5;6;9;9;8;9;9;9;7;9;8;9;7;6;9;8;9;9
Administracion de Empresas;7;8;8;9;8;8;8;8;8;8;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;6;8;8;6;8;8;8;8;8;8;8;8;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8
Administracion de Empresas;9;9;9;9;9;9;8;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;6;8;9;7;8;9;8;8;9;7;7;7;8;9;9;4;8;8;8;8;8;8;9;9;9;9;8
Medicina Veterinaria, Mencion Salud y Reproduccion en Especies Productivas;8;8;8;8;8;8;8;8;8;8;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;8;6;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8
Administracion de Empresas;9;9;9;9;9;9;8;8;9;9;8;8;9;9;9;9;9;9;9;9;9;9;9;9;7;9;7;1;7;8;5;9;9;9;9;9;9;9;9;9;9;9;5;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;9;9;9;9;9;9;7;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Agronomia, Mencion Agricultura Sostenible;5;6;6;7;8;8;4;4;5;4;4;1;5;5;6;6;1;5;7;6;1;1;1;5;5;1;1;1;1;1;8;8;8;1;1;1;5;5;1;8;6;7;1;5;5;7;5;5;1;1;5;5;8;6
Administracion de Empresas;9;8;7;9;9;8;8;9;9;9;9;8;9;8;8;8;8;8;8;8;7;8;8;9;9;9;9;9;9;8;8;8;9;9;8;8;8;8;8;9;8;8;8;8;8;8;8;9;8;8;9;8;8;8
Administracion de Empresas;9;9;9;9;9;9;8;9;8;8;8;8;9;9;9;9;9;9;8;8;9;9;8;9;9;8;7;7;9;4;3;7;9;9;9;9;9;9;9;9;9;9;7;9;9;8;9;9;8;8;9;8;8;9
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;9;9;9;7;9;9;5;8;9;9;5;7;8;9;9;9;9;9;9;7;9;9;9;9;9;9
Administracion de Empresas;9;9;9;8;9;8;9;9;8;8;8;8;8;8;9;9;8;9;9;8;8;7;5;8;9;8;5;6;7;5;5;8;9;8;9;9;7;7;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9
Administracion de Empresas;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;5;5;9;9;5;9;8;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;8;8;8;8;9;9;7;9;9;8;8;7;8;8;8;8;8;8;8;9;8;8;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;8;8;8;8;8;8
Agronomia, Mencion Produccion Agricola Sostenible;8;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;8;8;8;8;8;5;8;8;8;8;8;5;8;8;9;9;9;9;8;8;8;9;9;9;9;9;8;8;9;9;9;9
Agronomia, Mencion Agricultura Sostenible;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Desarrollo Local;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;7;7;7;8;6;7;8;8;8;6;8;7;7;3;6;6;4;6;6;7;7;8;7;8;7
Administracion de Empresas;8;7;5;6;6;4;3;6;7;7;7;5;7;7;6;7;7;7;7;7;7;8;7;2;2;3;2;2;3;2;2;2;3;5;5;5;5;5;7;7;8;7;2;3;3;7;7;6;2;6;5;5;6;6
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;6;9;9;9;9;8;6;9;7;7;6;6;8;8;7;9;8;6;6;7;7;6;9;9;9;9;9;9;9;9;9;9;9;9;9;8;7;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;8;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;7;9;8;8;9;9;9;9;9;9;9;9;9;9;8;8;9;9;8;8;9;8;8;8;8;9;9
Medicina Veterinaria, Mencion Salud y Reproduccion en Especies Productivas;5;5;9;9;9;9;7;9;9;9;9;7;9;9;9;9;9;9;9;9;9;4;9;9;9;9;9;9;9;9;5;9;9;4;9;9;9;9;1;4;9;9;1;4;9;9;9;4;9;9;9;9;9;8
Administracion de Empresas;8;8;9;9;8;8;8;8;8;8;8;8;8;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;8;8;8;8;9;8;8;8;8;8
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Agronomia, Mencion Produccion Agricola Sostenible;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Pedagogia, Mencion Bachillerato Tecnico;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;7;7;9;7;7;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Medicina Veterinaria, Mencion Salud y Reproduccion en Especies Productivas;6;9;9;9;9;9;9;9;5;7;8;9;9;9;9;9;9;9;9;9;9;5;9;8;9;9;6;8;8;9;7;9;9;8;6;8;8;8;6;9;9;9;7;8;8;8;8;8;9;8;8;9;8;9
Medicina Veterinaria, Mencion Salud y Reproduccion en Especies Productivas;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Administracion de Empresas;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Gestion del Talento Humano;6;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;6;8;9;9;9;7;9;7;5;1;7;9;9;8;9;8;8;9;9;9;8
Zootecnia, Mencion Produccion Ganadera Sostenible;8;9;9;9;9;9;9;9;7;7;9;9;9;9;9;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;1;9;9;7;5;6;6;7;5;9;9;9;9;9;6;9;9;9;9;9;9;9;9;9
Administracion de Empresas;9;8;8;8;8;8;8;8;8;8;8;7;7;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;9;9;9;9;9;9
Gestion del Talento Humano;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;6;9;7;9;9;9;9;9;9;9;9;8;9;8;8;6;7;9;9;9;9;9;8;9;9;9;9
Gestion del Talento Humano;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Gestion del Talento Humano;8;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;8;9;8;9;9;8;7;8;9;9;9;9;7;8;9;9;9;9;9;9;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Tecnologias de la Informacion, Mencion Seguridad de Redes y Comunicaciones;9;9;9;9;9;9;8;9;7;8;7;5;6;5;6;7;6;6;7;9;7;6;8;6;6;6;6;4;7;6;9;9;9;8;8;8;8;6;6;9;9;9;6;8;7;9;9;9;7;7;8;8;6;8
Tecnologias de la Informacion, Mencion Seguridad de Redes y Comunicaciones;9;9;9;9;9;9;7;9;9;9;9;7;9;9;9;9;9;9;9;9;7;7;9;9;9;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9
Tecnologias de la Informacion, Mencion Seguridad de Redes y Comunicaciones;8;9;9;9;9;9;8;9;8;9;8;8;9;9;9;9;9;9;8;9;9;9;8;9;9;9;8;9;9;9;8;9;9;8;8;8;9;9;9;9;9;9;7;9;9;9;9;7;8;7;9;9;9;9
Tecnologias de la Informacion, Mencion Seguridad de Redes y Comunicaciones;5;5;5;5;5;5;5;5;1;5;4;3;5;3;3;3;5;3;3;5;3;1;3;5;7;3;1;1;1;1;3;5;8;1;3;1;1;1;5;5;5;5;1;5;5;8;7;3;5;3;8;5;9;5
Tecnologias de la Informacion, Mencion Seguridad de Redes y Comunicaciones;8;8;8;8;8;8;8;9;7;8;7;7;7;7;7;7;7;7;7;8;7;6;7;7;7;6;6;6;6;4;8;8;8;9;7;8;7;7;9;8;9;9;6;6;7;8;7;8;8;6;8;8;8;8
Orientacion Familiar Integral;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;8;9;9;8;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;6;8;1;4;1;1;1;1;1;4;8;8;9;9;9;9;9;9;1;1;7;1;5;9;1;7;5;5;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;9;8;8;8;8;8;8;9;9;9;9;9;8;9;9;7;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;8;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;8;8;9;8;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;8;9;6;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;9;9;9;9;8;9;9
Tecnologias de la Informacion, Mencion Seguridad de Redes y Comunicaciones;8;8;8;8;8;8;7;9;8;8;8;8;8;8;8;8;8;7;8;8;8;8;8;8;8;7;7;6;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;8;8;8;8;8;8;8;8
Administracion de Empresas;9;7;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;7;8;7;9;8;9;9;9;9;9;9;9;9;6;7;9;9;9;9;8;7;9;9;9;9
Orientacion Familiar Integral;8;9;9;9;9;6;9;9;9;9;9;9;9;9;9;8;8;9;9;9;8;7;8;8;8;9;9;9;9;9;7;7;6;7;9;5;6;7;9;9;9;9;8;8;9;7;9;9;9;9;8;8;9;9
Orientacion Familiar Integral;9;6;9;8;8;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;8;8;9;9;8;8;8;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;9;8;8;8;8;8;8;8;7;8;8;9;9;9;8;9;9;8;8;8;8;9;9;8;8;8;8;8;8;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;8;9;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;1;2;3;9;2;1;2;1;1;1;1;1;1;1;1;1;9;8;2;1;1;1;1;1;1;1;1;1;1
Orientacion Familiar Integral;9;9;9;6;9;9;5;1;8;5;1;9;9;9;9;9;9;9;9;9;9;1;1;9;3;5;5;5;9;5;5;9;9;9;9;9;9;9;7;7;6;9;1;1;9;5;9;9;9;9;5;5;9;9
Orientacion Familiar Integral;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;8;8;8;8;9;8;7;9;7;8;8;8;8;8;8;8;8;8;8;8;8;7;8;8;8;8;5;8;5;2;3;7;8;7;7;7;7;8;7;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;8;3;3;3;9;5;9;9;9;9;9;4;9;9;7;9;9;9;9;9;7;7;7;7;1;1;1;2;1;1;1;8;8;8;8;8;7;8;8;9;6;7;8;9;7;8;8;8;8;8;8;7;8;8
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;8;8;9;9;9;9;9;8;8;8;8;9;9;9;9;8;8;8;8;8;8;8;9;8;9;8;9;8;9;9;9;9;8;8;9;8;9;9;9;9;9;9;9;8;9;9;9;8;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;7;7;7;7;8;7;8;8;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9
Orientacion Familiar Integral;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;8;9;9;8;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;9;9;7;7;8;8;8;9;9;8;8;8;8;9;9;9;9;9;8;8;8;9;8;8;8;8;8;8
Orientacion Familiar Integral;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
